@relation TechNova_Employee_Attrition

@attribute EmployeeID numeric
@attribute Age numeric
@attribute Gender {Male, Female}
@attribute Department {IT, Sales, Finance, R&D, HR}
@attribute JobRole {'System Admin', 'Account Manager', 'Financial Analyst', 'Lab Technician', 'Research Scientist', 'HR Generalist', 'Recruiter', 'Software Engineer', 'Sales Executive', 'Accountant', 'Data Scientist'}
@attribute MonthlyIncome numeric
@attribute YearsAtCompany numeric
@attribute YearsSinceLastPromotion numeric
@attribute JobSatisfaction numeric
@attribute WorkLifeBalance numeric
@attribute EducationLevel numeric
@attribute TrainingHoursLastYear numeric
@attribute OverTime {Yes, No}
@attribute PerformanceRating numeric
@attribute Attrition {Yes, No}

@data
1323,46,Male,Sales,'Sales Executive',40235,14,8,3,2,4,15,No,2,No
1324,43,Female,Finance,'Financial Analyst',15159,15,3,3,4,2,17,No,2,No
1325,43,Female,HR,Recruiter,119859,16,1,2,1,4,58,No,4,Yes
1326,27,Female,IT,'Software Engineer',122507,0,0,4,2,1,15,No,5,No
1327,36,Male,Finance,Accountant,29743,8,4,3,3,4,5,Yes,4,Yes
1328,58,Female,IT,'Software Engineer',61101,1,0,4,3,5,56,No,1,No
1329,54,Male,Sales,'Account Manager',136534,14,8,4,1,5,46,Yes,1,No
1330,29,Female,IT,'Software Engineer',99227,1,1,2,3,4,47,Yes,2,No
1331,26,Male,Sales,'Sales Executive',86126,2,1,1,4,5,41,No,3,No
1332,25,Male,HR,Recruiter,71071,0,0,2,3,2,75,No,2,No
1333,27,Female,Sales,'Account Manager',89763,3,1,1,3,4,59,No,3,No
1334,53,Male,Sales,'Sales Executive',61154,3,1,4,4,2,76,No,4,Yes
1335,51,Male,R&D,'Research Scientist',22016,13,2,1,1,2,3,No,1,No
1336,56,Female,Finance,Accountant,104678,8,8,4,1,3,1,Yes,3,No
1337,37,Female,Finance,'Financial Analyst',127056,8,1,3,4,4,58,Yes,4,Yes
1338,34,Female,HR,Recruiter,69238,8,8,3,4,5,26,Yes,1,Yes
1339,51,Female,HR,Recruiter,73608,17,4,3,4,2,26,No,3,No
1340,40,Male,Finance,Accountant,104081,9,7,2,3,3,78,No,2,No
1341,38,Male,R&D,'Lab Technician',65961,3,1,2,4,4,71,No,2,Yes
1342,40,Male,Finance,'Financial Analyst',41917,11,5,4,2,4,6,No,2,No
1343,49,Male,R&D,'Research Scientist',42990,7,2,3,3,1,62,No,4,No
1344,47,Female,HR,'HR Generalist',77551,1,1,2,1,1,45,Yes,2,Yes
1345,58,Female,IT,'Software Engineer',95811,12,9,3,1,2,62,Yes,5,No
1346,47,Male,HR,'HR Generalist',70103,20,4,2,1,1,11,No,1,No
1347,44,Male,HR,'HR Generalist',121122,15,7,1,3,2,12,No,4,Yes
1348,30,Female,Sales,'Sales Executive',34008,1,1,1,2,5,42,No,2,No
1349,33,Male,Sales,'Account Manager',47402,10,0,3,4,2,16,Yes,1,No
1350,22,Female,Sales,'Sales Executive',128550,0,0,4,4,1,62,No,3,No
1351,22,Male,Sales,'Sales Executive',106218,0,0,2,1,5,80,No,2,Yes
1352,55,Female,R&D,'Lab Technician',148296,9,4,2,1,1,35,Yes,1,No
1353,53,Male,Finance,'Financial Analyst',135779,14,2,1,3,2,7,No,5,No
1354,46,Female,IT,'Software Engineer',144714,16,3,1,2,3,68,No,3,No
1355,22,Female,HR,Recruiter,47441,0,0,4,4,4,79,No,5,No
1356,37,Female,R&D,'Research Scientist',77368,7,1,4,3,1,35,Yes,1,No
1357,26,Female,IT,'System Admin',107122,1,0,4,4,2,27,No,5,No
1358,43,Female,R&D,'Research Scientist',59760,8,2,3,1,5,46,No,1,No
1359,50,Female,R&D,'Lab Technician',38478,7,6,1,4,1,75,No,1,No
1360,24,Male,HR,'HR Generalist',142881,2,1,3,2,1,29,No,5,No
1361,33,Female,Finance,'Financial Analyst',86854,11,9,1,2,4,22,No,1,No
1362,47,Female,Sales,'Account Manager',109230,17,10,1,1,2,15,No,2,Yes
1363,37,Male,Finance,'Financial Analyst',100716,5,0,2,2,3,13,No,1,No
1364,58,Female,HR,Recruiter,113538,19,6,1,2,5,73,No,4,Yes
1365,43,Female,HR,Recruiter,30372,19,5,1,3,2,70,Yes,1,Yes
1366,50,Female,HR,'HR Generalist',44796,20,0,3,4,5,51,No,4,No
1367,35,Male,IT,'Software Engineer',113826,11,4,1,1,1,36,Yes,1,Yes
1368,49,Male,Finance,Accountant,135592,18,10,3,1,4,28,No,1,No
1369,26,Female,Finance,Accountant,108635,0,0,4,1,4,66,No,5,No
1370,51,Female,R&D,'Research Scientist',126022,20,10,1,1,3,14,No,2,No
1371,26,Male,R&D,'Research Scientist',69040,2,2,1,1,4,46,No,2,No
1372,33,Female,R&D,'Research Scientist',90357,9,0,3,2,1,45,No,3,No
1373,37,Female,HR,Recruiter,93356,15,3,4,3,3,51,Yes,5,No
1374,47,Male,Finance,'Financial Analyst',31211,6,4,2,1,2,18,No,5,Yes
1375,47,Female,HR,Recruiter,120426,16,1,4,3,4,76,No,2,No
1376,42,Male,IT,'Data Scientist',20842,11,1,3,3,3,20,Yes,5,No
1377,57,Male,R&D,'Lab Technician',81852,8,2,4,2,1,63,Yes,2,Yes
1378,54,Male,HR,Recruiter,140737,14,7,3,1,5,36,No,5,Yes
1379,51,Female,HR,Recruiter,60968,17,7,3,2,5,26,No,1,No
1380,58,Male,IT,'Data Scientist',32508,20,6,2,1,1,54,No,2,Yes
1381,44,Male,Sales,'Sales Executive',69575,12,5,1,2,1,28,No,2,Yes
1382,31,Male,Finance,'Financial Analyst',81914,4,0,3,3,5,19,Yes,4,No
1383,26,Male,Sales,'Account Manager',82055,3,3,3,1,3,24,No,5,No
1384,57,Female,R&D,'Lab Technician',102697,10,0,2,4,5,69,No,5,No
1385,55,Male,HR,'HR Generalist',121239,10,7,3,3,1,62,No,2,No
1386,52,Male,IT,'Data Scientist',138106,12,6,1,4,4,35,No,1,No
1387,31,Female,IT,'System Admin',20355,1,0,2,3,2,1,No,1,No
1388,40,Male,Finance,'Financial Analyst',69120,1,1,1,2,4,21,No,1,No
1389,53,Male,Sales,'Sales Executive',53342,20,2,1,1,4,15,No,5,No
1390,22,Male,Finance,Accountant,17257,0,0,2,3,1,17,Yes,4,Yes
1391,26,Male,HR,Recruiter,42364,3,3,3,2,5,68,No,2,Yes
1392,25,Male,Finance,'Financial Analyst',126715,2,1,1,1,3,53,No,3,No
1393,37,Male,IT,'Software Engineer',41654,1,0,1,1,4,29,No,4,Yes
1394,45,Male,IT,'System Admin',96423,14,5,1,3,5,44,Yes,3,No
1395,37,Female,R&D,'Research Scientist',44320,2,2,1,1,3,18,No,4,Yes
1396,23,Male,R&D,'Research Scientist',35808,0,0,2,3,4,33,Yes,1,No
1397,49,Female,HR,Recruiter,67389,11,4,2,1,3,12,No,5,No
1398,53,Female,Sales,'Sales Executive',133581,12,2,4,4,5,42,No,3,No
1399,48,Male,Finance,Accountant,142927,10,8,4,2,2,61,No,4,No
1400,41,Female,HR,'HR Generalist',49773,4,4,1,4,5,21,Yes,5,No
1401,45,Male,R&D,'Lab Technician',91396,0,0,3,3,1,51,No,3,No
1402,33,Female,Finance,Accountant,122692,7,4,1,4,3,51,No,2,No
1403,56,Male,R&D,'Lab Technician',72505,2,1,3,3,2,35,No,4,No
1404,54,Male,Finance,Accountant,100896,18,3,1,1,3,72,No,2,No
1405,54,Male,Sales,'Account Manager',33135,6,5,4,1,3,18,No,1,No
1406,58,Female,HR,Recruiter,105887,11,3,4,3,4,37,No,2,No
1407,33,Male,Finance,'Financial Analyst',137118,8,0,3,4,1,69,Yes,2,No
1408,24,Female,IT,'Data Scientist',62377,0,0,1,1,3,78,Yes,4,Yes
1409,22,Male,IT,'Software Engineer',77491,0,0,3,2,5,56,No,1,Yes
1410,54,Female,Finance,Accountant,73283,14,6,4,1,5,19,No,2,No
1411,31,Male,Finance,Accountant,31923,7,0,1,2,4,8,No,5,Yes
1412,50,Female,Finance,'Financial Analyst',62591,9,2,1,4,1,31,Yes,3,Yes
1413,34,Male,IT,'Data Scientist',77261,9,1,3,2,1,3,Yes,2,Yes
1414,33,Male,IT,'System Admin',69336,7,2,2,2,5,49,No,1,Yes
1415,52,Male,Finance,'Financial Analyst',89083,0,0,3,2,2,4,Yes,2,Yes
1416,23,Male,R&D,'Research Scientist',75948,1,0,4,2,4,19,No,3,No
1417,56,Female,R&D,'Research Scientist',41672,4,2,4,1,4,74,Yes,1,No
1418,44,Male,Sales,'Account Manager',19213,2,2,4,2,5,36,No,4,No
1419,38,Female,HR,Recruiter,77507,0,0,4,1,5,21,No,1,No
1420,47,Male,R&D,'Research Scientist',72134,3,2,4,2,2,57,Yes,4,No
1421,29,Male,IT,'Data Scientist',148172,7,2,2,3,2,67,No,1,No
1422,50,Male,R&D,'Lab Technician',43172,2,2,1,4,1,43,Yes,3,Yes
1423,47,Male,Sales,'Sales Executive',35132,9,1,3,2,4,33,No,3,No
1424,31,Female,Sales,'Account Manager',33199,1,1,3,3,4,76,No,1,No
1425,47,Male,HR,'HR Generalist',51609,10,5,4,2,5,41,No,2,No
1426,55,Male,R&D,'Research Scientist',46881,9,3,3,2,1,8,No,3,Yes
1427,28,Female,IT,'Data Scientist',39472,4,4,4,2,4,6,No,4,No
1428,25,Female,IT,'Data Scientist',69131,3,3,2,3,1,67,Yes,4,Yes
1429,32,Male,Finance,'Financial Analyst',27828,6,5,2,4,1,18,Yes,5,Yes
1430,50,Male,IT,'Software Engineer',111664,1,0,1,3,5,30,No,4,No
1431,57,Female,HR,Recruiter,147473,8,2,2,4,1,34,No,5,No
1432,46,Male,HR,Recruiter,30193,15,10,2,2,2,56,No,1,No
1433,42,Male,IT,'Software Engineer',117518,12,3,1,1,2,60,No,1,Yes
1434,57,Male,IT,'Data Scientist',34611,8,0,3,2,3,30,No,1,No
1435,31,Female,Finance,'Financial Analyst',91240,3,0,4,4,5,52,No,2,No
1436,58,Female,IT,'Software Engineer',17745,3,3,4,3,3,31,No,2,No
1437,30,Male,Finance,Accountant,70243,5,5,3,2,2,65,No,5,Yes
1438,45,Male,Finance,Accountant,18866,9,9,1,3,3,58,No,4,No
1439,56,Male,IT,'System Admin',143681,11,5,3,3,5,9,Yes,4,Yes
1440,56,Female,Sales,'Account Manager',86354,16,6,2,3,5,1,Yes,1,Yes
1441,57,Male,Sales,'Account Manager',66374,13,5,1,2,1,65,Yes,3,Yes
1442,39,Male,Finance,'Financial Analyst',129397,13,8,1,3,4,59,Yes,2,No
1443,53,Female,IT,'Data Scientist',139577,1,0,1,3,1,16,No,2,No
1444,45,Male,Sales,'Sales Executive',96029,20,2,4,2,5,15,No,1,No
1445,44,Female,IT,'Data Scientist',108574,19,2,3,3,2,15,No,2,No
1446,53,Male,IT,'System Admin',45431,10,9,1,2,2,45,No,1,Yes
1447,58,Male,IT,'Data Scientist',44336,15,2,1,4,1,38,No,5,Yes
1448,33,Male,R&D,'Research Scientist',55992,2,0,1,4,5,30,Yes,4,Yes
1449,34,Female,IT,'System Admin',70350,6,3,3,4,2,0,Yes,3,No
1450,44,Female,R&D,'Lab Technician',84561,5,3,4,3,5,10,Yes,4,No
1451,46,Female,Finance,'Financial Analyst',66955,18,6,2,1,2,3,No,4,Yes
1452,56,Male,Sales,'Sales Executive',76240,4,0,4,1,5,70,Yes,5,No
1453,51,Female,Sales,'Sales Executive',61607,3,2,1,3,3,25,Yes,2,No
1454,38,Male,Sales,'Sales Executive',67870,14,6,4,1,5,49,No,3,No
1455,41,Male,Sales,'Account Manager',79110,3,0,4,2,5,11,No,2,No
1456,46,Female,Sales,'Account Manager',131895,19,2,2,1,1,80,Yes,4,Yes
1457,43,Male,Sales,'Sales Executive',19426,9,3,3,3,3,74,No,1,Yes
1458,34,Male,Sales,'Sales Executive',42606,7,5,3,3,4,64,No,4,No
1459,40,Male,Finance,'Financial Analyst',43151,2,1,4,2,1,46,No,2,No
1460,57,Male,IT,'Software Engineer',26308,4,4,4,4,4,52,No,4,No
1461,33,Male,HR,Recruiter,105306,5,4,3,3,2,70,Yes,1,No
1462,40,Female,R&D,'Lab Technician',121984,7,3,3,2,4,1,Yes,5,No
1463,33,Male,HR,'HR Generalist',17204,6,0,2,1,5,23,No,2,No
1464,30,Female,HR,'HR Generalist',107769,4,0,1,1,4,3,No,4,No
1465,28,Female,IT,'System Admin',102265,1,1,4,2,1,18,No,2,No
1466,49,Male,IT,'System Admin',46131,5,0,3,2,1,25,No,5,No
1467,35,Male,IT,'System Admin',67428,13,7,4,3,4,74,No,4,No
1468,52,Male,Sales,'Account Manager',48870,3,3,4,1,1,39,No,4,No
1469,40,Female,Finance,'Financial Analyst',118547,12,8,3,2,1,49,No,2,Yes
1470,37,Male,Sales,'Account Manager',64067,3,1,2,1,4,42,No,2,Yes
1471,26,Female,Finance,'Financial Analyst',127217,0,0,4,2,3,74,Yes,1,No
1472,56,Male,Finance,'Financial Analyst',113934,6,2,2,1,3,66,No,5,No
1473,33,Female,HR,'HR Generalist',89707,3,0,3,4,2,11,Yes,1,No
1474,46,Male,HR,Recruiter,76215,13,2,1,3,1,66,Yes,4,Yes
1475,42,Male,Finance,'Financial Analyst',64429,2,0,1,1,4,26,No,2,No
1476,57,Female,Finance,Accountant,97152,4,2,4,4,1,53,Yes,4,No
1477,44,Female,Sales,'Account Manager',123048,15,8,3,1,5,65,Yes,4,Yes
1478,37,Male,Sales,'Sales Executive',92240,9,3,2,1,1,48,Yes,3,No
1479,35,Female,HR,'HR Generalist',128688,6,2,4,4,1,15,No,3,No
1480,52,Male,IT,'Software Engineer',61473,19,3,3,1,3,1,No,4,No
1481,26,Female,Finance,Accountant,111762,3,3,3,1,4,59,No,2,No
1482,56,Female,Sales,'Sales Executive',121956,1,1,2,3,1,53,Yes,4,No
1483,44,Male,HR,Recruiter,133452,17,1,4,4,3,29,No,3,No
1484,50,Male,Sales,'Account Manager',141311,18,8,3,4,2,37,No,2,No
1485,32,Male,Finance,'Financial Analyst',22006,2,0,3,2,3,27,No,4,Yes
1486,39,Male,Finance,'Financial Analyst',89218,16,5,3,1,3,24,No,5,No
1487,33,Female,R&D,'Research Scientist',47430,2,0,2,3,3,9,Yes,5,No
1488,30,Male,IT,'Software Engineer',38091,5,4,4,1,1,59,No,4,No
1489,31,Male,R&D,'Research Scientist',38989,7,5,4,1,1,41,No,2,No
1490,38,Female,HR,'HR Generalist',90451,12,0,4,2,2,39,No,4,No
1491,28,Female,Sales,'Account Manager',33990,3,3,4,1,5,76,No,4,No
1492,34,Male,HR,Recruiter,105270,9,2,1,3,5,41,No,3,No
1493,30,Male,Finance,Accountant,95360,5,2,1,3,5,46,No,5,No
1494,48,Male,R&D,'Research Scientist',51081,20,1,4,2,2,36,No,3,No
1495,23,Male,R&D,'Lab Technician',123272,0,0,2,1,5,79,No,3,No
1496,26,Female,R&D,'Lab Technician',31241,3,0,1,3,5,21,No,4,Yes
1497,50,Male,HR,Recruiter,139932,18,4,3,1,3,56,Yes,3,Yes
1498,58,Female,Finance,Accountant,20939,15,4,1,1,1,26,No,5,No
1499,40,Male,Sales,'Account Manager',128000,12,3,3,1,1,40,No,3,No
1500,29,Female,Sales,'Sales Executive',50063,3,0,4,2,3,79,No,5,No
